Imported from s-asymmetric-typeE-17x21L130-sample00.h5 hdf Network
  4590.444275 5744.471436 4942.891113 box dimensions in microns
  30 30 15 number of tissue points in x,y,z directions
  1000.000000 outer bound distance (100. in test case)
  55.000000 max. segment length.  (5. in test case)
  3 nodsegm, max. allowed number of segments per node
  352 total number of segments
name	type	from	to	diam		flow		HD
1522 3210.000000 2726.277222 1793.011902
1523 1260.000000 3251.666016 2642.168335
1524 3080.000000 3551.887939 1899.156433
1525 1000.000000 2275.943970 1156.144554
1526 870.000000 3401.777100 2429.879272
1527 1325.000000 1187.638824 3172.891113
1528 1520.000000 1150.111069 1156.144554
1529 675.000000 3514.360352 2429.879272
1530 610.000000 2951.443848 1474.578217
1531 675.000000 3439.304688 2536.023804
1532 935.000000 3214.138184 1580.722778
1533 3210.000000 1150.111069 2748.312866
1534 675.000000 3064.027100 2748.312866
1535 2105.000000 2313.471802 2217.590088
1536 610.000000 3101.554932 2854.457397
1537 1325.000000 3064.027100 2111.445557
1538 1260.000000 3026.499390 2005.301025
1539 1520.000000 1825.610840 3066.746582
1540 1975.000000 2088.305176 2536.023804
1541 2040.000000 2050.777466 2429.879272
1542 3145.000000 2613.693970 1793.011902
1543 3470.000000 1225.166611 1368.433655
1544 3405.000000 3514.360352 1156.144554
1545 1845.000000 1713.027588 1793.011902
1546 2950.000000 1750.555298 1580.722778
1547 1780.000000 2726.277222 1793.011902
1548 675.000000 2988.971558 1580.722778
1549 870.000000 1525.388733 2536.023804
1550 2040.000000 2275.943970 2111.445557
1551 3275.000000 2088.305176 2854.457397
1552 3145.000000 2313.471802 1262.289108
1553 3080.000000 2275.943970 1156.144554
1554 3145.000000 2238.416382 1368.433655
1555 2365.000000 2613.693970 3066.746582
1556 1455.000000 3064.027100 1793.011902
1557 1260.000000 3326.721436 2536.023804
1558 3145.000000 2463.582886 2323.734619
1559 3275.000000 2238.416382 2642.168335
1560 3210.000000 2350.999634 2642.168335
1561 3275.000000 2163.360718 2748.312866
1562 3340.000000 1075.055534 1580.722778
1563 3340.000000 3326.721436 1262.289108
1564 3275.000000 1412.805420 3172.891113
1565 3015.000000 2013.249695 1686.867310
1566 3080.000000 1825.610840 1156.144554
1567 1780.000000 3476.832764 2960.602051
1568 935.000000 2913.916138 1368.433655
1569 1000.000000 2801.332886 1368.433655
1570 870.000000 2951.443848 1474.578217
1571 2105.000000 3289.193848 1793.011902
1572 1845.000000 1637.971985 2854.457397
1573 1520.000000 3251.666016 2960.602051
1574 1065.000000 2238.416382 1368.433655
1575 1390.000000 3176.610352 1793.011902
1576 3340.000000 2876.388184 1899.156433
1577 2170.000000 2275.943970 1793.011902
1578 740.000000 1150.111069 2748.312866
1579 2495.000000 2613.693970 3066.746582
1580 1585.000000 1938.194092 2748.312866
1581 3340.000000 2501.110596 1793.011902
1582 3210.000000 2501.110596 1793.011902
1583 1780.000000 1300.222137 2217.590088
1584 1975.000000 3439.304688 1262.289108
1585 3210.000000 1600.444275 1156.144554
1586 675.000000 3514.360352 1474.578217
1587 1130.000000 3176.610352 3066.746582
1588 2235.000000 3664.471436 1899.156433
1589 1065.000000 3289.193848 3066.746582
1590 3210.000000 3551.887939 1899.156433
1591 2430.000000 2426.055176 1580.722778
1592 3275.000000 3589.416016 2005.301025
1593 805.000000 2238.416382 2642.168335
1594 1065.000000 2388.527344 1156.144554
1595 1130.000000 2275.943970 1156.144554
1596 2235.000000 3064.027100 1793.011902
1597 1325.000000 1788.083130 2960.602051
1598 3145.000000 3139.082764 2323.734619
1599 1065.000000 1187.638824 1262.289108
1600 3405.000000 3214.138184 1262.289108
1601 1390.000000 3401.777100 2429.879272
1602 675.000000 1863.138611 1899.156433
1603 1455.000000 3289.193848 2429.879272
1604 1585.000000 3064.027100 1156.144554
1605 1520.000000 2951.443848 1156.144554
1606 1520.000000 3326.721436 1262.289108
1607 1000.000000 1075.055534 2217.590088
1608 3340.000000 2951.443848 1793.011902
1609 3405.000000 2913.916138 1368.433655
1610 1585.000000 1262.694366 1156.144554
1611 610.000000 3026.499390 1050.000000
1612 3275.000000 3514.360352 1474.578217
1613 2755.000000 2688.749512 1050.000000
1614 2625.000000 2688.749512 1050.000000
1615 3145.000000 2088.305176 1262.289108
1616 935.000000 2988.971558 1580.722778
1617 2690.000000 3626.943604 2748.312866
1618 2495.000000 1562.916504 2323.734619
1619 2820.000000 3626.943604 2748.312866
1620 3340.000000 1825.610840 1156.144554
1621 740.000000 3026.499390 2323.734619
1622 3405.000000 1863.138611 1262.289108
1623 2885.000000 2838.860596 1156.144554
1624 805.000000 1938.194092 1474.578217
1625 3210.000000 3026.499390 2323.734619
1626 545.000000 2913.916138 1050.000000
1627 3405.000000 3289.193848 2111.445557
1628 610.000000 3626.943604 1793.011902
1629 3275.000000 3289.193848 2111.445557
1630 3210.000000 2726.277222 2748.312866
1631 2950.000000 2651.221680 1580.722778
1632 2170.000000 3026.499390 1368.433655
1633 1520.000000 3176.610352 2111.445557
1634 2820.000000 2125.833008 1368.433655
1635 1585.000000 1187.638824 2854.457397
1636 935.000000 2088.305176 1262.289108
1637 1455.000000 1037.527767 2429.879272
1638 610.000000 1300.222137 1580.722778
1639 610.000000 3251.666016 2323.734619
1640 1975.000000 1562.916504 2323.734619
1641 3080.000000 1975.721924 1262.289108
1642 1390.000000 2951.443848 2111.445557
1643 870.000000 1600.444275 2429.879272
1644 3210.000000 3551.887939 2536.023804
1645 3145.000000 3439.304688 2536.023804
1646 2365.000000 2388.527344 1474.578217
1647 1910.000000 2275.943970 2429.879272
1648 1975.000000 1262.694366 1793.011902
1649 1845.000000 1112.583305 1050.000000
1650 935.000000 1037.527767 2111.445557
1651 1000.000000 2576.166260 1686.867310
1652 2885.000000 1112.583305 1050.000000
1653 1455.000000 3439.304688 1262.289108
1654 2105.000000 2838.860596 1793.011902
1655 1520.000000 2200.888550 3172.891113
1656 2170.000000 2876.388184 1899.156433
1657 3470.000000 3326.721436 1580.722778
1658 3210.000000 1375.277649 1793.011902
1659 2690.000000 2951.443848 2748.312866
1660 675.000000 3439.304688 1262.289108
1661 2885.000000 2163.360718 3066.746582
1662 3145.000000 3514.360352 1474.578217
1663 610.000000 1825.610840 1793.011902
1664 740.000000 2350.999634 2642.168335
1665 675.000000 2238.416382 2642.168335
1666 1975.000000 1037.527767 2748.312866
1667 2820.000000 2200.888550 1262.289108
1668 2755.000000 2088.305176 1262.289108
1669 545.000000 3139.082764 1050.000000
1670 2690.000000 2426.055176 1262.289108
1671 3275.000000 1487.860962 1793.011902
1672 2170.000000 1000.000000 2960.602051
1673 1715.000000 1938.194092 3066.746582
1674 2885.000000 1037.527767 3066.746582
1675 2820.000000 3251.666016 1368.433655
1676 1065.000000 2988.971558 3172.891113
1677 2885.000000 3364.249268 1368.433655
1678 870.000000 1150.111069 1156.144554
1679 740.000000 1075.055534 1580.722778
1680 2755.000000 3139.082764 1050.000000
1681 740.000000 1300.222137 1580.722778
1682 1455.000000 3589.416016 2323.734619
1683 1520.000000 1075.055534 2854.457397
1684 610.000000 3026.499390 2323.734619
1685 1780.000000 1225.166611 2642.168335
1686 1455.000000 2088.305176 3172.891113
1687 3275.000000 2988.971558 1899.156433
1688 740.000000 2350.999634 1368.433655
1689 1195.000000 3289.193848 2748.312866
1690 675.000000 1562.916504 2323.734619
1691 1260.000000 3101.554932 1580.722778
1692 2300.000000 1975.721924 1580.722778
1693 1195.000000 3139.082764 1686.867310
1694 1130.000000 3176.610352 1793.011902
1695 1260.000000 2576.166260 1050.000000
1696 1325.000000 2463.582886 1050.000000
1697 2235.000000 1037.527767 3066.746582
1698 1325.000000 2688.749512 1686.867310
1699 2560.000000 3626.943604 2429.879272
1700 1390.000000 2801.332886 1686.867310
1701 3470.000000 1450.333221 2323.734619
1702 2885.000000 2238.416382 1050.000000
1703 3405.000000 1337.749908 2323.734619
1704 2950.000000 2275.943970 1156.144554
1705 675.000000 3139.082764 2960.602051
1706 3015.000000 1713.027588 2748.312866
1707 2430.000000 3626.943604 2429.879272
1708 1455.000000 1412.805420 2217.590088
1709 2365.000000 1037.527767 2748.312866
1710 2950.000000 3176.610352 1156.144554
1711 3340.000000 1600.444275 1156.144554
1712 675.000000 1337.749908 1686.867310
1713 805.000000 1037.527767 1474.578217
1714 675.000000 2913.916138 2960.602051
1715 1195.000000 1713.027588 3066.746582
1716 2625.000000 3589.416016 2323.734619
1717 610.000000 2651.221680 2854.457397
1718 1845.000000 2913.916138 1368.433655
1719 1910.000000 2876.388184 1262.289108
1720 1715.000000 2913.916138 1368.433655
1721 3470.000000 1600.444275 1156.144554
1722 2690.000000 2050.777466 2111.445557
1723 2625.000000 2163.360718 2111.445557
1724 1715.000000 2763.805054 1899.156433
1725 3015.000000 3514.360352 3066.746582
1726 3015.000000 3589.416016 2960.602051
1727 1975.000000 2238.416382 2323.734619
1728 740.000000 3026.499390 2960.602051
1729 1585.000000 1637.971985 2217.590088
1730 610.000000 2576.166260 2642.168335
1731 935.000000 2613.693970 2429.879272
1732 610.000000 2501.110596 2748.312866
1733 1130.000000 3251.666016 1686.867310
1734 3535.000000 2613.693970 2111.445557
1735 675.000000 2088.305176 3172.891113
1736 2105.000000 3364.249268 2005.301025
1737 740.000000 1975.721924 1262.289108
1738 3210.000000 2050.777466 2748.312866
1739 805.000000 1562.916504 2323.734619
1740 3210.000000 1975.721924 2854.457397
1741 2690.000000 1450.333221 1686.867310
1742 610.000000 1975.721924 3172.891113
1743 870.000000 2501.110596 1474.578217
1744 1975.000000 1637.971985 2217.590088
1745 2430.000000 2501.110596 2748.312866
1746 1260.000000 3101.554932 1899.156433
1747 1325.000000 3289.193848 2429.879272
1748 2300.000000 1000.000000 2323.734619
1749 3470.000000 2726.277222 2111.445557
1750 3145.000000 2538.638428 2854.457397
1751 2235.000000 3589.416016 2323.734619
1752 740.000000 2951.443848 2429.879272
1753 610.000000 2200.888550 1262.289108
1754 2625.000000 2913.916138 2642.168335
1755 2365.000000 3664.471436 2536.023804
1756 1260.000000 3476.832764 1050.000000
1757 1975.000000 3589.416016 1368.433655
1758 2105.000000 2013.249695 1368.433655
1759 2235.000000 1112.583305 1050.000000
1760 2105.000000 1112.583305 1050.000000
1761 3470.000000 1150.111069 3066.746582
1762 2105.000000 2088.305176 1580.722778
1763 2365.000000 1412.805420 2217.590088
1764 2885.000000 1788.083130 2642.168335
1765 2300.000000 1150.111069 1156.144554
1766 2885.000000 1713.027588 2748.312866
1767 3470.000000 2501.110596 2748.312866
1768 3405.000000 2388.527344 2748.312866
1769 3470.000000 3251.666016 1686.867310
1770 2755.000000 1713.027588 1156.144554
1771 2690.000000 1675.499817 1050.000000
1772 1585.000000 1187.638824 1262.289108
1773 3275.000000 3514.360352 2429.879272
1774 3210.000000 3401.777100 2429.879272
1775 1780.000000 1000.000000 2642.168335
1776 3210.000000 1525.388733 3172.891113
1777 3145.000000 1412.805420 3172.891113
1778 3340.000000 1525.388733 3172.891113
1779 1130.000000 3476.832764 1368.433655
1780 1390.000000 1375.277649 1474.578217
1781 3405.000000 2388.527344 2429.879272
1782 1130.000000 3476.832764 1050.000000
1783 2755.000000 1187.638824 2217.590088
1784 2690.000000 2275.943970 1474.578217
1785 3015.000000 1412.805420 3172.891113
1786 675.000000 2988.971558 2854.457397
1787 3340.000000 1150.111069 2748.312866
1788 3015.000000 3364.249268 1686.867310
1789 2235.000000 3364.249268 2005.301025
1790 2560.000000 3476.832764 2642.168335
1791 2365.000000 1112.583305 2323.734619
1792 1845.000000 2013.249695 1050.000000
1793 2755.000000 1262.694366 3066.746582
1794 935.000000 1112.583305 1686.867310
1795 2170.000000 2876.388184 1580.722778
1796 3275.000000 2538.638428 2217.590088
1797 1130.000000 2801.332886 1686.867310
1798 1260.000000 2576.166260 1686.867310
1799 1195.000000 2688.749512 1686.867310
1800 2885.000000 1412.805420 3172.891113
1801 3275.000000 1187.638824 3172.891113
1802 870.000000 1150.111069 1793.011902
1803 2235.000000 1187.638824 2536.023804
1804 1520.000000 3251.666016 2005.301025
1805 3015.000000 2163.360718 1156.144554
1806 805.000000 2388.527344 1474.578217
1807 3015.000000 2088.305176 1262.289108
1808 2300.000000 3626.943604 1474.578217
1809 1260.000000 2050.777466 1156.144554
1810 1910.000000 1000.000000 2642.168335
1811 1520.000000 3026.499390 1050.000000
1812 1585.000000 2913.916138 1050.000000
1813 2365.000000 3589.416016 1368.433655
1814 3210.000000 2350.999634 2960.602051
1815 1780.000000 3626.943604 2111.445557
1816 2040.000000 2876.388184 1580.722778
1817 3470.000000 1300.222137 3172.891113
1818 3210.000000 2426.055176 2854.457397
1819 1975.000000 1938.194092 1793.011902
1820 1650.000000 3251.666016 2323.734619
1821 1260.000000 3551.887939 1899.156433
1822 1000.000000 3626.943604 1156.144554
1823 1260.000000 3476.832764 2005.301025
1824 1325.000000 3514.360352 2111.445557
1825 2820.000000 1525.388733 3172.891113
1826 675.000000 1938.194092 3066.746582
1827 2755.000000 1037.527767 2429.879272
1828 3210.000000 3476.832764 2642.168335
1829 1130.000000 1375.277649 1156.144554
1830 2040.000000 1975.721924 1899.156433
1831 870.000000 2576.166260 1368.433655
1832 3210.000000 2576.166260 1368.433655
1833 1845.000000 1938.194092 3066.746582
1834 1325.000000 3514.360352 2748.312866
1835 1390.000000 3476.832764 2005.301025
1836 1325.000000 3439.304688 2854.457397
1837 1520.000000 3251.666016 2323.734619
1838 1130.000000 1300.222137 1262.289108
1839 610.000000 1150.111069 2111.445557
1840 2170.000000 3026.499390 1686.867310
1841 2950.000000 1075.055534 1580.722778
1842 610.000000 1750.555298 2217.590088
1843 3080.000000 2501.110596 2748.312866
1844 1845.000000 3514.360352 2748.312866
1845 1130.000000 3626.943604 3066.746582
1846 3210.000000 1450.333221 2323.734619
1847 3275.000000 1412.805420 2217.590088
1848 1845.000000 1637.971985 1580.722778
1849 3080.000000 3251.666016 2642.168335
1850 805.000000 3064.027100 1156.144554
1851 2755.000000 2988.971558 1899.156433
1852 740.000000 3101.554932 1262.289108
1853 2300.000000 2125.833008 2323.734619
1854 2365.000000 2088.305176 2217.590088
1855 1585.000000 2688.749512 1686.867310
1856 2235.000000 1412.805420 2217.590088
1857 3470.000000 3551.887939 1899.156433
1858 1065.000000 3364.249268 1368.433655
1859 3470.000000 3476.832764 2960.602051
1860 740.000000 1600.444275 1156.144554
1861 740.000000 3326.721436 1899.156433
1862 2040.000000 1825.610840 1474.578217
1863 610.000000 3326.721436 2854.457397
1864 545.000000 3214.138184 2854.457397
1865 1975.000000 2688.749512 1686.867310
1866 2170.000000 3026.499390 2005.301025
1867 740.000000 2426.055176 3172.891113
1868 675.000000 1112.583305 2960.602051
1869 3210.000000 2576.166260 1686.867310
1870 3210.000000 3626.943604 2748.312866
1871 3145.000000 2913.916138 1368.433655
1872 1065.000000 1187.638824 3172.891113
1873 3080.000000 2951.443848 1474.578217
1874 1000.000000 2951.443848 3066.746582
1875 3340.000000 3101.554932 1899.156433
1876 3340.000000 1300.222137 3172.891113
1877 2950.000000 2951.443848 1156.144554
1878 2690.000000 1825.610840 2429.879272
1879 2690.000000 1825.610840 1793.011902
1880 3470.000000 3551.887939 2854.457397
1881 675.000000 1412.805420 1262.289108
1882 2430.000000 3401.777100 2111.445557
1883 2495.000000 3364.249268 2005.301025
1884 2430.000000 3326.721436 2217.590088
1885 2625.000000 1037.527767 1156.144554
1886 2040.000000 3476.832764 2323.734619
1887 870.000000 2651.221680 1262.289108
1888 2040.000000 3476.832764 1686.867310
1889 3275.000000 1337.749908 2005.301025
1890 1325.000000 2913.916138 1368.433655
1891 3210.000000 1375.277649 2111.445557
1892 1585.000000 3439.304688 2217.590088
1893 1845.000000 3589.416016 2642.168335
1894 1065.000000 2538.638428 1262.289108
1895 3210.000000 3326.721436 2217.590088
1896 2040.000000 2125.833008 2323.734619
1897 1975.000000 2088.305176 2217.590088
1898 1325.000000 2013.249695 1050.000000
1899 2950.000000 1600.444275 2111.445557
1900 2885.000000 2988.971558 1899.156433
1901 2885.000000 1713.027588 2111.445557
1902 2885.000000 2013.249695 2642.168335
1903 1780.000000 3326.721436 2217.590088
1904 3535.000000 3514.360352 2748.312866
1905 2170.000000 3326.721436 1580.722778
1906 3405.000000 1487.860962 1474.578217
1907 1910.000000 2876.388184 2854.457397
1908 1845.000000 3439.304688 2854.457397
1909 1845.000000 2988.971558 2854.457397
1910 1195.000000 1562.916504 2642.168335
1911 3275.000000 3214.138184 2217.590088
1912 1325.000000 3064.027100 3066.746582
1913 2170.000000 1975.721924 3172.891113
1914 2105.000000 1863.138611 3172.891113
1915 2430.000000 2200.888550 3172.891113
1916 2950.000000 2275.943970 2111.445557
1917 2950.000000 3026.499390 2005.301025
1918 3015.000000 2313.471802 2217.590088
1919 1000.000000 3101.554932 2536.023804
1920 935.000000 2988.971558 2536.023804
1921 2560.000000 3326.721436 2536.023804
1922 2235.000000 3139.082764 2323.734619
1923 675.000000 2463.582886 2005.301025
1924 1520.000000 3476.832764 2323.734619
1925 1455.000000 3589.416016 1368.433655
1926 675.000000 3589.416016 2642.168335
1927 2105.000000 1562.916504 2005.301025
1928 2755.000000 2013.249695 1686.867310
1929 3470.000000 2350.999634 1050.000000
1930 1195.000000 3364.249268 2960.602051
1931 740.000000 2801.332886 2960.602051
1932 1585.000000 3514.360352 1793.011902
1933 935.000000 2838.860596 1474.578217
1934 3340.000000 1000.000000 1686.867310
1935 805.000000 2838.860596 1474.578217
1936 1000.000000 2801.332886 1686.867310
1937 2885.000000 1412.805420 2217.590088
1938 2755.000000 1713.027588 2429.879272
1939 2885.000000 1337.749908 2323.734619
1940 935.000000 3364.249268 1686.867310
1941 3145.000000 1337.749908 2323.734619
1942 1195.000000 3364.249268 2642.168335
1943 1260.000000 3026.499390 2960.602051
1944 3470.000000 3401.777100 2748.312866
1945 3080.000000 3026.499390 2005.301025
1946 740.000000 2501.110596 1156.144554
1947 1130.000000 1150.111069 3066.746582
1948 1910.000000 3176.610352 1156.144554
1949 2625.000000 2988.971558 1899.156433
1950 1390.000000 2801.332886 1368.433655
1951 2235.000000 2088.305176 1899.156433
1952 1780.000000 1825.610840 1156.144554
1953 740.000000 1225.166611 2960.602051
1954 2755.000000 2088.305176 1899.156433
1955 2755.000000 2163.360718 1793.011902
1956 1975.000000 2988.971558 1262.289108
1957 3145.000000 1187.638824 2536.023804
1958 2560.000000 3626.943604 1793.011902
1959 3080.000000 1225.166611 2642.168335
1960 2690.000000 1900.666443 1686.867310
1961 740.000000 3326.721436 2536.023804
1962 1780.000000 3476.832764 1686.867310
1963 2105.000000 2688.749512 1686.867310
1964 3015.000000 3214.138184 1262.289108
1965 2105.000000 1037.527767 2748.312866
1966 3405.000000 3514.360352 1793.011902
1967 1845.000000 3514.360352 2111.445557
1968 2105.000000 1487.860962 2111.445557
1969 1845.000000 3439.304688 2217.590088
1970 1845.000000 3214.138184 2217.590088
1971 2365.000000 3589.416016 2323.734619
1972 1130.000000 2350.999634 2323.734619
1973 1910.000000 1900.666443 1050.000000
1974 2755.000000 2013.249695 1050.000000
1975 1845.000000 3364.249268 1686.867310
1976 3210.000000 2275.943970 1474.578217
1977 3405.000000 2463.582886 1050.000000
1978 2170.000000 3551.887939 2217.590088
1979 1715.000000 3589.416016 2960.602051
1980 2235.000000 3364.249268 1050.000000
1981 1455.000000 1262.694366 1156.144554
1982 1195.000000 3589.416016 1686.867310
1983 675.000000 1637.971985 2854.457397
1984 1260.000000 3626.943604 1793.011902
1985 1195.000000 2013.249695 1050.000000
1986 2625.000000 1262.694366 2748.312866
1987 3210.000000 3251.666016 2323.734619
1988 740.000000 3401.777100 1474.578217
1989 2495.000000 2088.305176 1580.722778
1990 3080.000000 3626.943604 2748.312866
1991 1715.000000 2388.527344 2429.879272
1992 3145.000000 3439.304688 1580.722778
1993 2820.000000 3626.943604 2429.879272
1994 1585.000000 3514.360352 1156.144554
1995 2625.000000 1112.583305 1368.433655
1996 2040.000000 2876.388184 1262.289108
1997 2430.000000 2050.777466 1474.578217
1998 1780.000000 1675.499817 1368.433655
1999 675.000000 3214.138184 1899.156433
2000 1780.000000 3176.610352 3066.746582
2001 1845.000000 1637.971985 1262.289108
2002 740.000000 1750.555298 1262.289108
2003 1130.000000 1075.055534 1580.722778
2004 2690.000000 1450.333221 2960.602051
2005 610.000000 3026.499390 1368.433655
2006 545.000000 2913.916138 1368.433655
2007 675.000000 3064.027100 1474.578217
2008 3015.000000 2163.360718 2429.879272
2009 675.000000 3364.249268 1368.433655
2010 3080.000000 2275.943970 2429.879272
2011 2495.000000 1337.749908 2642.168335
2012 2300.000000 2200.888550 3172.891113
2013 2170.000000 2200.888550 3172.891113
2014 2365.000000 1337.749908 2642.168335
2015 805.000000 2688.749512 1686.867310
2016 3015.000000 2313.471802 1580.722778
2017 2950.000000 2200.888550 1580.722778
2018 2430.000000 3251.666016 2323.734619
2019 1585.000000 3514.360352 2429.879272
2020 1520.000000 1225.166611 1050.000000
2021 805.000000 3214.138184 1899.156433
2022 2950.000000 1675.499817 2642.168335
2023 1000.000000 2651.221680 2217.590088
2024 2820.000000 2125.833008 2642.168335
2025 1650.000000 1150.111069 1156.144554
2026 1520.000000 3176.610352 1793.011902
2027 2950.000000 1450.333221 2642.168335
2028 1065.000000 1412.805420 1899.156433
2029 1130.000000 3401.777100 3066.746582
2030 1065.000000 2688.749512 1368.433655
2031 740.000000 3326.721436 2217.590088
2032 1065.000000 2613.693970 1474.578217
2033 2625.000000 3214.138184 3172.891113
2034 2495.000000 3214.138184 3172.891113
2035 675.000000 3364.249268 2960.602051
2036 1780.000000 1150.111069 1156.144554
2037 2170.000000 2125.833008 1368.433655
2038 740.000000 1825.610840 1156.144554
2039 2235.000000 1037.527767 2111.445557
2040 2105.000000 1112.583305 2323.734619
2041 2755.000000 2088.305176 2536.023804
2042 3145.000000 1938.194092 1156.144554
2043 935.000000 1412.805420 3172.891113
2044 3080.000000 1450.333221 2642.168335
2045 805.000000 1637.971985 3172.891113
2046 3015.000000 1487.860962 2748.312866
2047 2755.000000 2463.582886 2005.301025
2048 2820.000000 2426.055176 1899.156433
2049 1520.000000 1450.333221 1050.000000
2050 3405.000000 1037.527767 2748.312866
2051 1910.000000 3626.943604 2111.445557
2052 935.000000 1412.805420 1899.156433
2053 2820.000000 1225.166611 1368.433655
2054 3080.000000 2501.110596 1156.144554
2055 2755.000000 1262.694366 1474.578217
2056 1455.000000 2988.971558 1899.156433
2057 2755.000000 1788.083130 2323.734619
2058 610.000000 1900.666443 1368.433655
2059 2495.000000 3289.193848 2429.879272
2060 1780.000000 1000.000000 2960.602051
2061 2170.000000 3326.721436 1262.289108
2062 2950.000000 2275.943970 2429.879272
2063 1130.000000 1675.499817 2960.602051
2064 2690.000000 1225.166611 1368.433655
2065 2300.000000 3176.610352 1793.011902
2066 2885.000000 2163.360718 2111.445557
2067 2950.000000 1075.055534 2854.457397
2068 1975.000000 1637.971985 1899.156433
2069 1910.000000 3251.666016 1368.433655
2070 2235.000000 1788.083130 1368.433655
2071 1195.000000 1713.027588 1793.011902
2072 610.000000 3326.721436 1899.156433
2073 3015.000000 2838.860596 1156.144554
2074 1650.000000 1000.000000 2960.602051
2075 2885.000000 2163.360718 2429.879272
2076 1910.000000 1675.499817 2005.301025
2077 1325.000000 3289.193848 1156.144554
2078 3210.000000 1075.055534 1899.156433
2079 2560.000000 1375.277649 1793.011902
2080 3275.000000 1112.583305 2005.301025
2081 3340.000000 1375.277649 2111.445557
2082 3275.000000 1262.694366 2111.445557
2083 740.000000 1975.721924 2536.023804
2084 2755.000000 1788.083130 1686.867310
2085 3470.000000 3551.887939 1262.289108
2086 3470.000000 3401.777100 3066.746582
2087 3145.000000 1412.805420 1580.722778
2088 675.000000 2763.805054 2217.590088
2089 1520.000000 3026.499390 1686.867310
2090 2170.000000 2651.221680 1580.722778
2091 2495.000000 3139.082764 1050.000000
2092 1260.000000 1300.222137 1262.289108
2093 2560.000000 3251.666016 1050.000000
2094 3145.000000 1262.694366 2111.445557
2095 1260.000000 3326.721436 1262.289108
2096 1390.000000 1300.222137 1262.289108
2097 2300.000000 1225.166611 2960.602051
2098 1910.000000 2275.943970 3066.746582
2099 3080.000000 1600.444275 1793.011902
2100 870.000000 2350.999634 1686.867310
2101 3015.000000 1562.916504 2642.168335
2102 545.000000 1637.971985 2536.023804
2103 3340.000000 2951.443848 1156.144554
2104 3015.000000 2313.471802 1899.156433
2105 3405.000000 2988.971558 1262.289108
2106 2105.000000 3064.027100 2111.445557
2107 1130.000000 2951.443848 1474.578217
2108 2235.000000 1187.638824 1899.156433
2109 1650.000000 1225.166611 2642.168335
2110 1390.000000 2125.833008 2642.168335
2111 1325.000000 2613.693970 1793.011902
2112 675.000000 1788.083130 2005.301025
2113 2820.000000 1075.055534 1899.156433
2114 2560.000000 2951.443848 1793.011902
2115 2040.000000 1450.333221 1686.867310
2116 740.000000 2200.888550 1262.289108
2117 805.000000 3214.138184 1580.722778
2118 1650.000000 3476.832764 2323.734619
2119 740.000000 3251.666016 1686.867310
2120 2235.000000 2913.916138 1368.433655
2121 935.000000 2388.527344 2111.445557
2122 3340.000000 2350.999634 2960.602051
2123 675.000000 3364.249268 1686.867310
2124 1065.000000 2238.416382 1050.000000
2125 1130.000000 2125.833008 1050.000000
2126 935.000000 2238.416382 1050.000000
2127 1585.000000 3139.082764 1686.867310
2128 740.000000 1150.111069 3066.746582
2129 675.000000 1562.916504 1368.433655
2130 675.000000 2013.249695 1368.433655
2131 3145.000000 3589.416016 2323.734619
2132 1975.000000 2238.416382 2642.168335
2133 740.000000 1750.555298 1899.156433
2134 805.000000 1938.194092 2429.879272
2135 740.000000 2876.388184 1262.289108
2136 805.000000 2763.805054 1262.289108
2137 870.000000 2200.888550 1899.156433
2138 1260.000000 3326.721436 2854.457397
2139 1325.000000 3289.193848 2748.312866
2140 1585.000000 3589.416016 1686.867310
2141 740.000000 3551.887939 2217.590088
2142 2885.000000 2388.527344 1474.578217
2143 1455.000000 2988.971558 1262.289108
2144 1390.000000 2876.388184 1262.289108
2145 2950.000000 2050.777466 2111.445557
2146 740.000000 3551.887939 1580.722778
2147 2235.000000 2313.471802 2854.457397
2148 3470.000000 2200.888550 1899.156433
2149 1910.000000 2876.388184 1580.722778
2150 1260.000000 2050.777466 2429.879272
2151 675.000000 1262.694366 3066.746582
2152 1390.000000 1525.388733 2217.590088
2153 675.000000 2163.360718 1156.144554
2154 3405.000000 3064.027100 2429.879272
2155 2495.000000 2988.971558 3172.891113
2156 3145.000000 2538.638428 1262.289108
2157 2235.000000 3439.304688 2536.023804
2158 675.000000 2013.249695 2323.734619
2159 3275.000000 3064.027100 1793.011902
2160 1195.000000 1112.583305 1368.433655
2161 1065.000000 3514.360352 2111.445557
2162 2755.000000 1637.971985 2536.023804
2163 3470.000000 2275.943970 1793.011902
2164 2755.000000 1562.916504 2642.168335
2165 2820.000000 2876.388184 1262.289108
2166 1650.000000 3551.887939 2217.590088
2167 2690.000000 2876.388184 1262.289108
2168 1975.000000 1112.583305 2323.734619
2169 1650.000000 2876.388184 1580.722778
2170 2885.000000 1187.638824 1899.156433
2171 1910.000000 2200.888550 2536.023804
2172 1065.000000 1112.583305 2960.602051
2173 1650.000000 2050.777466 1156.144554
2174 3405.000000 1262.694366 1474.578217
2175 1910.000000 1675.499817 2323.734619
2176 1520.000000 2951.443848 2111.445557
2177 1130.000000 1225.166611 1050.000000
2178 2820.000000 1825.610840 1793.011902
2179 1715.000000 2088.305176 3172.891113
2180 1780.000000 1975.721924 3172.891113
2181 1585.000000 2088.305176 3172.891113
2182 1000.000000 3551.887939 3172.891113
2183 1715.000000 3514.360352 2429.879272
2184 1195.000000 1337.749908 1050.000000
2185 1585.000000 3139.082764 2960.602051
